DOI,Title,year,Abstract,semantic_scholar_id,url,PMID,PMCID,intent,isinfluential,journal_title,Journal_id
       interventions for AD.",95815bec6dd7af7ef36672dd250af83dca30e514,https://www.semanticscholar.org/paper/95815bec6dd7af7ef36672dd250af83dca30e514,35693341,PMC9178186,,False,Frontiers in aging neuroscience,101525824
10.3390/diagnostics12051165,Biomarker Candidates for Alzheimer’s Disease Unraveled through In Silico Differential Gene Expression Analysis,2022.0,"Alzheimer's disease (AD) is neurodegeneration that accounts for 60-70% of 
       dementia cases. Symptoms begin with mild memory difficulties and evolve towards 
       cognitive impairment. The underlying risk factors remain primarily unclear for 
       this heterogeneous disorder. Bioinformatics is a relevant research tool that 
       allows for identifying several pathways related to AD. Open-access databases of 
       RNA microarrays from the peripheral blood and brain of AD patients were analyzed 
       after background correction and data normalization; the Limma package was used 
       for differential expression analysis (DEA) through statistical R programming 
       language. Data were corrected with the Benjamini and Hochberg approach, and genes 
       with p-values equal to or less than 0.05 were considered to be significant. The 
       direction of the change in gene expression was determined by its variation in the 
       log2-fold change between healthy controls and patients. We performed the 
       functional enrichment analysis of GO using goana and topGO-Limma. The functional 
       enrichment analysis of DEGs showed upregulated (UR) pathways: behavior, nervous 
       systems process, postsynapses, enzyme binding; downregulated (DR) were cellular 
       component organization, RNA metabolic process, and signal transduction. Lastly, 
       the intersection of DEGs in the three databases showed eight shared genes between 
       brain and blood, with potential use as AD biomarkers for blood tests.",7d9b099c3450ad3bf0bbb931f04ef63944c9ae1a,https://www.semanticscholar.org/paper/7d9b099c3450ad3bf0bbb931f04ef63944c9ae1a,35626321,PMC9139748,,False,"Diagnostics (Basel, Switzerland)",101658402
10.3389/fnins.2022.895181,Detecting Brain Structure-Specific Methylation Signatures and Rules for Alzheimer’s Disease,2022.0,"Alzheimer's disease (AD) is a progressive disease that leads to irreversible 
       behavioral changes, erratic emotions, and loss of motor skills. These conditions 
       make people with AD hard or almost impossible to take care of. Multiple internal 
       and external pathological factors may affect or even trigger the initiation and 
       progression of AD. DNA methylation is one of the most effective regulatory roles 
       during AD pathogenesis, and pathological methylation alterations may be 
       potentially different in the various brain structures of people with AD. Although 
       multiple loci associated with AD initiation and progression have been identified, 
       the spatial distribution patterns of AD-associated DNA methylation in the brain 
       have not been clarified. According to the systematic methylation profiles on 
       different structural brain regions, we applied multiple machine learning 
       algorithms to investigate such profiles. First, the profile on each brain region 
       was analyzed by the Boruta feature filtering method. Some important methylation 
       features were extracted and further analyzed by the max-relevance and 
       min-redundancy method, resulting in a feature list. Then, the incremental feature 
       selection method, incorporating some classification algorithms, adopted such list 
       to identify candidate AD-associated loci at methylation with structural 
       specificity, establish a group of quantitative rules for revealing the effects of 
       DNA methylation in various brain regions (i.e., four brain structures) on AD 
       pathogenesis. Furthermore, some efficient classifiers based on essential 
       methylation sites were proposed to identify AD samples. Results revealed that 
       methylation alterations in different brain structures have different 
       contributions to AD pathogenesis. This study further illustrates the complex 
       pathological mechanisms of AD.",b8faff1c29c09eb84a54c5143eb55861520627c1,https://www.semanticscholar.org/paper/b8faff1c29c09eb84a54c5143eb55861520627c1,35585924,PMC9108872,background,False,Frontiers in neuroscience,101478481
10.1515/tnsci-2022-0218,Molecular recognition of the interaction between ApoE and the TREM2 protein,2022.0,"Alzheimer's disease (AD) is the most common type of dementia. The ε4 allele of 
       the apolipoprotein E (ApoE) gene is the strongest known genetic risk factor for 
       late-onset AD. Triggering receptor expressed on myeloid cells 2 (TREM2) is 
       another important risk factor affecting the AD process after ApoE. Emerging 
       evidence has identified TREM2 as a putative receptor for ApoE, raising the 
       possibility that interactions between ApoE and TREM2 modulate the pathogenesis of 
       AD. In this study, we performed molecular docking and molecular dynamics (MD) 
       analyses to characterize the ApoE-TREM2 interaction and further investigated the 
       effect of the major TREM2 disease-associated mutation (R47H) on the affinity of 
       TREM2 for ApoE. The results indicate that the binding energy between ApoE and 
       TREM2 occurs in an isoform-dependent manner with the following potency rank 
       order: ApoE4 > ApoE3 > ApoE2. In addition, the R47H mutant reduced the 
       interaction between ApoE and TREM2 protein, which may be attributed to decreased 
       hydrogen-bonding interactions, hydrophobic interactions, and electrostatic forces 
       between ApoE and TREM2. Our study analyzed the molecular pattern of the 
       interactions between ApoE and TREM2 and how the variants affect these 
       interactions based on in silico modeling, and the results might help to elucidate 
       the interaction mechanism between ApoE and TREM2. Additional experimental studies 
       will be needed to verify and explore the current findings.",82d81ea911f527772a079005022fb073ba773c02,https://www.semanticscholar.org/paper/82d81ea911f527772a079005022fb073ba773c02,35582645,PMC9055258,background,True,Translational neuroscience,101550327
10.3389/fnagi.2022.749991,Bioinformatics Analysis of Publicly Available Single-Nuclei Transcriptomics Alzheimer’s Disease Datasets Reveals APOE Genotype-Specific Changes Across Cell Types in Two Brain Regions,2022.0,"Alzheimer's Disease (AD) is a complex neurodegenerative disease that gravely 
       affects patients and imposes an immense burden on caregivers. Apolipoprotein E4 
       (APOE4) has been identified as the most common genetic risk factor for AD, yet 
       the molecular mechanisms connecting APOE4 to AD are not well understood. Past 
       transcriptomic analyses in AD have revealed APOE genotype-specific transcriptomic 
       differences; however, these differences have not been explored at a single-cell 
       level. To elucidate more complex APOE genotype-specific disease-relevant changes 
       masked by the bulk analysis, we leverage the first two single-nucleus RNA 
       sequencing AD datasets from human brain samples, including nearly 55,000 cells 
       from the prefrontal and entorhinal cortices. In each brain region, we performed a 
       case versus control APOE genotype-stratified differential gene expression 
       analysis and pathway network enrichment in astrocytes, microglia, neurons, 
       oligodendrocytes, and oligodendrocyte progenitor cells. We observed more global 
       transcriptomic changes in APOE4 positive AD cells and identified differences 
       across APOE genotypes primarily in glial cell types. Our findings highlight the 
       differential transcriptomic perturbations of APOE isoforms at a single-cell level 
       in AD pathogenesis and have implications for precision medicine development in 
       the diagnosis and treatment of AD.",cc02eb3c32a27af7b25017891a321806d07792e5,https://www.semanticscholar.org/paper/cc02eb3c32a27af7b25017891a321806d07792e5,35572130,PMC9093608,background,True,Frontiers in aging neuroscience,101525824
10.1038/s41398-022-01962-6,Associations of plasma angiostatin and amyloid-β and tau levels in Alzheimer’s disease,2022.0,"Angiostatin, an endogenous angiogenesis inhibitor generated by the proteolytic 
       cleavage of plasminogen, was recently reported to contribute to the development 
       of Alzheimer's disease (AD). However, whether there are pathological changes in 
       angiostatin levels in individuals with AD dementia is unclear, and whether plasma 
       angiostatin has a relationship with major AD pathological processes and cognitive 
